StatNam;StatNr;praef;Fangradius;DEN;WTC;n1;n2;Erfassungsquote;Anfang;Ende;Dauer;Leq
Frankfurt/Gallus;297;500;500;E;M;612;621;99%;2023-08-01T05:02:03Z;2023-10-31T20:48:55Z;1324800;47.6032284824562s
Frankfurt/Gallus;297;500;500;E;NA;2;2;100%;2023-08-01T05:02:03Z;2023-10-31T20:48:55Z;1324800;23.2038687176185s
Frankfurt/Gallus;297;500;500;N;L;4;7;57%;2023-08-01T05:02:03Z;2023-10-31T20:48:55Z;2653200;13.2309226475998s
Frankfurt/Gallus;297;500;500;N;M;402;785;51%;2023-08-01T05:02:03Z;2023-10-31T20:48:55Z;2653200;42.9011196664953s
Frankfurt/Gallus;297;500;500;N;NA;0;2;0%;2023-08-01T05:02:03Z;2023-10-31T20:48:55Z;2653200;-Infs (~-Inf years)
Frankfurt/Gallus;297;500;1000;D;H;1;6;17%;2023-08-01T05:02:03Z;2023-10-31T20:48:55Z;3974400;7.43728425839533s
Frankfurt/Gallus;297;500;1000;D;L;6;17;35%;2023-08-01T05:02:03Z;2023-10-31T20:48:55Z;3974400;16.9159918674102s
Frankfurt/Gallus;297;500;1000;D;M;1365;1393;98%;2023-08-01T05:02:03Z;2023-10-31T20:48:55Z;3974400;46.9933823840609s
Frankfurt/Gallus;297;500;1000;D;NA;6;13;46%;2023-08-01T05:02:03Z;2023-10-31T20:48:55Z;3974400;22.8934840364077s
Frankfurt/Gallus;297;500;1000;E;L;2;9;22%;2023-08-01T05:02:03Z;2023-10-31T20:48:55Z;1324800;13.8230172468312s
Frankfurt/Gallus;297;500;1000;E;M;612;624;98%;2023-08-01T05:02:03Z;2023-10-31T20:48:55Z;1324800;47.6032284824562s
Frankfurt/Gallus;297;500;1000;E;NA;2;2;100%;2023-08-01T05:02:03Z;2023-10-31T20:48:55Z;1324800;23.2038687176185s
Frankfurt/Gallus;297;500;1000;N;H;0;3;0%;2023-08-01T05:02:03Z;2023-10-31T20:48:55Z;2653200;-Infs (~-Inf years)
Frankfurt/Gallus;297;500;1000;N;L;4;8;50%;2023-08-01T05:02:03Z;2023-10-31T20:48:55Z;2653200;13.2309226475998s
Frankfurt/Gallus;297;500;1000;N;M;402;795;51%;2023-08-01T05:02:03Z;2023-10-31T20:48:55Z;2653200;42.9011196664953s
Frankfurt/Gallus;297;500;1000;N;NA;0;5;0%;2023-08-01T05:02:03Z;2023-10-31T20:48:55Z;2653200;-Infs (~-Inf years)
Frankfurt/Gallus;297;500;1500;D;H;1;8;12%;2023-08-01T05:02:03Z;2023-10-31T20:48:55Z;3974400;7.43728425839533s
Frankfurt/Gallus;297;500;1500;D;L;6;17;35%;2023-08-01T05:02:03Z;2023-10-31T20:48:55Z;3974400;16.9159918674102s
Frankfurt/Gallus;297;500;1500;D;M;1365;1397;98%;2023-08-01T05:02:03Z;2023-10-31T20:48:55Z;3974400;46.9933823840609s
Frankfurt/Gallus;297;500;1500;D;NA;6;16;38%;2023-08-01T05:02:03Z;2023-10-31T20:48:55Z;3974400;22.8934840364077s
Frankfurt/Gallus;297;500;1500;E;L;2;9;22%;2023-08-01T05:02:03Z;2023-10-31T20:48:55Z;1324800;13.8230172468312s
Frankfurt/Gallus;297;500;1500;E;M;612;627;98%;2023-08-01T05:02:03Z;2023-10-31T20:48:55Z;1324800;47.6032284824562s
Frankfurt/Gallus;297;500;1500;E;NA;2;2;100%;2023-08-01T05:02:03Z;2023-10-31T20:48:55Z;1324800;23.2038687176185s
Frankfurt/Gallus;297;500;1500;N;H;0;6;0%;2023-08-01T05:02:03Z;2023-10-31T20:48:55Z;2653200;-Infs (~-Inf years)
Frankfurt/Gallus;297;500;1500;N;L;4;9;44%;2023-08-01T05:02:03Z;2023-10-31T20:48:55Z;2653200;13.2309226475998s
Frankfurt/Gallus;297;500;1500;N;M;402;805;50%;2023-08-01T05:02:03Z;2023-10-31T20:48:55Z;2653200;42.9011196664953s
Frankfurt/Gallus;297;500;1500;N;NA;0;5;0%;2023-08-01T05:02:03Z;2023-10-31T20:48:55Z;2653200;-Infs (~-Inf years)
Frankfurt/Gallus;297;500;2000;D;H;1;8;12%;2023-08-01T05:02:03Z;2023-10-31T20:48:55Z;3974400;7.43728425839533s
Frankfurt/Gallus;297;500;2000;D;L;6;17;35%;2023-08-01T05:02:03Z;2023-10-31T20:48:55Z;3974400;16.9159918674102s
Frankfurt/Gallus;297;500;2000;D;M;1366;1401;98%;2023-08-01T05:02:03Z;2023-10-31T20:48:55Z;3974400;46.9967864995199s
Frankfurt/Gallus;297;500;2000;D;NA;7;21;33%;2023-08-01T05:02:03Z;2023-10-31T20:48:55Z;3974400;23.9748544736307s
Frankfurt/Gallus;297;500;2000;E;H;0;1;0%;2023-08-01T05:02:03Z;2023-10-31T20:48:55Z;1324800;-Infs (~-Inf years)
Frankfurt/Gallus;297;500;2000;E;L;2;9;22%;2023-08-01T05:02:03Z;2023-10-31T20:48:55Z;1324800;13.8230172468312s
Frankfurt/Gallus;297;500;2000;E;M;612;630;97%;2023-08-01T05:02:03Z;2023-10-31T20:48:55Z;1324800;47.6032284824562s
Frankfurt/Gallus;297;500;2000;E;NA;2;3;67%;2023-08-01T05:02:03Z;2023-10-31T20:48:55Z;1324800;23.2038687176185s
Frankfurt/Gallus;297;500;2000;N;H;0;9;0%;2023-08-01T05:02:03Z;2023-10-31T20:48:55Z;2653200;-Infs (~-Inf years)
Frankfurt/Gallus;297;500;2000;N;L;4;10;40%;2023-08-01T05:02:03Z;2023-10-31T20:48:55Z;2653200;13.2309226475998s
Frankfurt/Gallus;297;500;2000;N;M;402;816;49%;2023-08-01T05:02:03Z;2023-10-31T20:48:55Z;2653200;42.9011196664953s
Frankfurt/Gallus;297;500;2000;N;NA;0;9;0%;2023-08-01T05:02:03Z;2023-10-31T20:48:55Z;2653200;-Infs (~-Inf years)
Frankfurt/Gallus;297;500;2500;D;H;2;11;18%;2023-08-01T05:02:03Z;2023-10-31T20:48:55Z;3974400;17.833033102505s
Frankfurt/Gallus;297;500;2500;D;L;6;17;35%;2023-08-01T05:02:03Z;2023-10-31T20:48:55Z;3974400;16.9159918674102s
Frankfurt/Gallus;297;500;2500;D;M;1366;1406;97%;2023-08-01T05:02:03Z;2023-10-31T20:48:55Z;3974400;46.9967864995199s
Frankfurt/Gallus;297;500;2500;D;NA;7;21;33%;2023-08-01T05:02:03Z;2023-10-31T20:48:55Z;3974400;23.9748544736307s
Frankfurt/Gallus;297;500;2500;E;H;0;1;0%;2023-08-01T05:02:03Z;2023-10-31T20:48:55Z;1324800;-Infs (~-Inf years)
Frankfurt/Gallus;297;500;2500;E;L;2;9;22%;2023-08-01T05:02:03Z;2023-10-31T20:48:55Z;1324800;13.8230172468312s
Frankfurt/Gallus;297;500;2500;E;M;612;638;96%;2023-08-01T05:02:03Z;2023-10-31T20:48:55Z;1324800;47.6032284824562s
Frankfurt/Gallus;297;500;2500;E;NA;2;4;50%;2023-08-01T05:02:03Z;2023-10-31T20:48:55Z;1324800;23.2038687176185s
Frankfurt/Gallus;297;500;2500;N;H;0;13;0%;2023-08-01T05:02:03Z;2023-10-31T20:48:55Z;2653200;-Infs (~-Inf years)
Frankfurt/Gallus;297;500;2500;N;L;4;11;36%;2023-08-01T05:02:03Z;2023-10-31T20:48:55Z;2653200;13.2309226475998s
Frankfurt/Gallus;297;500;2500;N;M;403;839;48%;2023-08-01T05:02:03Z;2023-10-31T20:48:55Z;2653200;42.902103344977s
Frankfurt/Gallus;297;500;2500;N;NA;0;11;0%;2023-08-01T05:02:03Z;2023-10-31T20:48:55Z;2653200;-Infs (~-Inf years)
Frankfurt/Gallus;297;500;3000;D;H;2;14;14%;2023-08-01T05:02:03Z;2023-10-31T20:48:55Z;3974400;17.833033102505s
Frankfurt/Gallus;297;500;3000;D;L;6;17;35%;2023-08-01T05:02:03Z;2023-10-31T20:48:55Z;3974400;16.9159918674102s
Frankfurt/Gallus;297;500;3000;D;M;1367;1416;97%;2023-08-01T05:02:03Z;2023-10-31T20:48:55Z;3974400;47.0169157329758s
Frankfurt/Gallus;297;500;3000;D;NA;7;21;33%;2023-08-01T05:02:03Z;2023-10-31T20:48:55Z;3974400;23.9748544736307s
Frankfurt/Gallus;297;500;3000;E;H;0;2;0%;2023-08-01T05:02:03Z;2023-10-31T20:48:55Z;1324800;-Infs (~-Inf years)
Frankfurt/Gallus;297;500;3000;E;L;2;9;22%;2023-08-01T05:02:03Z;2023-10-31T20:48:55Z;1324800;13.8230172468312s
Frankfurt/Gallus;297;500;3000;E;M;613;644;95%;2023-08-01T05:02:03Z;2023-10-31T20:48:55Z;1324800;47.6098655959743s
Frankfurt/Gallus;297;500;3000;E;NA;2;4;50%;2023-08-01T05:02:03Z;2023-10-31T20:48:55Z;1324800;23.2038687176185s
Frankfurt/Gallus;297;500;3000;N;H;0;17;0%;2023-08-01T05:02:03Z;2023-10-31T20:48:55Z;2653200;-Infs (~-Inf years)
Frankfurt/Gallus;297;500;3000;N;L;4;11;36%;2023-08-01T05:02:03Z;2023-10-31T20:48:55Z;2653200;13.2309226475998s
Frankfurt/Gallus;297;500;3000;N;M;405;872;46%;2023-08-01T05:02:03Z;2023-10-31T20:48:55Z;2653200;42.9091049640059s
Frankfurt/Gallus;297;500;3000;N;NA;0;12;0%;2023-08-01T05:02:03Z;2023-10-31T20:48:55Z;2653200;-Infs (~-Inf years)
Frankfurt/Gallus;297;500;3500;D;H;2;14;14%;2023-08-01T05:02:03Z;2023-10-31T20:48:55Z;3974400;17.833033102505s
Frankfurt/Gallus;297;500;3500;D;L;6;17;35%;2023-08-01T05:02:03Z;2023-10-31T20:48:55Z;3974400;16.9159918674102s
Frankfurt/Gallus;297;500;3500;D;M;1367;1424;96%;2023-08-01T05:02:03Z;2023-10-31T20:48:55Z;3974400;47.0169157329758s
Frankfurt/Gallus;297;500;3500;D;NA;7;21;33%;2023-08-01T05:02:03Z;2023-10-31T20:48:55Z;3974400;23.9748544736307s
Frankfurt/Gallus;297;500;3500;E;H;0;2;0%;2023-08-01T05:02:03Z;2023-10-31T20:48:55Z;1324800;-Infs (~-Inf years)
Frankfurt/Gallus;297;500;3500;E;L;2;9;22%;2023-08-01T05:02:03Z;2023-10-31T20:48:55Z;1324800;13.8230172468312s
Frankfurt/Gallus;297;500;3500;E;M;613;654;94%;2023-08-01T05:02:03Z;2023-10-31T20:48:55Z;1324800;47.6098655959743s
Frankfurt/Gallus;297;500;3500;E;NA;2;4;50%;2023-08-01T05:02:03Z;2023-10-31T20:48:55Z;1324800;23.2038687176185s
Frankfurt/Gallus;297;500;3500;N;H;0;26;0%;2023-08-01T05:02:03Z;2023-10-31T20:48:55Z;2653200;-Infs (~-Inf years)
Frankfurt/Gallus;297;500;3500;N;L;4;12;33%;2023-08-01T05:02:03Z;2023-10-31T20:48:55Z;2653200;13.2309226475998s
Frankfurt/Gallus;297;500;3500;N;M;405;909;45%;2023-08-01T05:02:03Z;2023-10-31T20:48:55Z;2653200;42.9091049640059s
Frankfurt/Gallus;297;500;3500;N;NA;0;12;0%;2023-08-01T05:02:03Z;2023-10-31T20:48:55Z;2653200;-Infs (~-Inf years)
Frankfurt/Gallus;297;500;4000;D;H;14;689;2%;2023-08-01T05:02:03Z;2023-10-31T20:48:55Z;3974400;24.401368294488s
Frankfurt/Gallus;297;500;4000;D;L;7;18;39%;2023-08-01T05:02:03Z;2023-10-31T20:48:55Z;3974400;23.2477243725303s
Frankfurt/Gallus;297;500;4000;D;M;1405;3292;43%;2023-08-01T05:02:03Z;2023-10-31T20:48:55Z;3974400;47.0628769326473s
Frankfurt/Gallus;297;500;4000;D;NA;7;32;22%;2023-08-01T05:02:03Z;2023-10-31T20:48:55Z;3974400;23.9748544736307s
Frankfurt/Gallus;297;500;4000;E;H;3;220;1%;2023-08-01T05:02:03Z;2023-10-31T20:48:55Z;1324800;27.8049500376274s
Frankfurt/Gallus;297;500;4000;E;L;2;9;22%;2023-08-01T05:02:03Z;2023-10-31T20:48:55Z;1324800;13.8230172468312s
Frankfurt/Gallus;297;500;4000;E;M;619;1747;35%;2023-08-01T05:02:03Z;2023-10-31T20:48:55Z;1324800;47.6393337951306s
Frankfurt/Gallus;297;500;4000;E;NA;2;6;33%;2023-08-01T05:02:03Z;2023-10-31T20:48:55Z;1324800;23.2038687176185s
Frankfurt/Gallus;297;500;4000;N;H;2;2171;0%;2023-08-01T05:02:03Z;2023-10-31T20:48:55Z;2653200;10.3648741594166s
Frankfurt/Gallus;297;500;4000;N;L;4;16;25%;2023-08-01T05:02:03Z;2023-10-31T20:48:55Z;2653200;13.2309226475998s
Frankfurt/Gallus;297;500;4000;N;M;417;8655;5%;2023-08-01T05:02:03Z;2023-10-31T20:48:55Z;2653200;43.0423397327364s
Frankfurt/Gallus;297;500;4000;N;NA;0;40;0%;2023-08-01T05:02:03Z;2023-10-31T20:48:55Z;2653200;-Infs (~-Inf years)
